,url,no_votes,no_views,creation_date
49,https://academia.stackexchange.com/questions/128568/what-to-do-with-someone-that-cheated-their-way-through-university-and-a-phd-prog,65,22432,2019-04-23
50,https://academia.stackexchange.com/questions/124739/an-undergraduate-said-they-may-hire-a-freelancer-to-do-their-work-for-them-what,64,26368,2019-02-11
51,https://academia.stackexchange.com/questions/124807/has-a-journal-ever-switched-between-being-a-predatory-journal-and-a-reputable-on,64,6961,2019-02-11
52,https://academia.stackexchange.com/questions/135211/why-is-getting-a-phd-considered-financially-irresponsible-by-some-people,64,20702,2019-08-25
53,https://academia.stackexchange.com/questions/122392/i-got-accepted-into-a-math-phd-program-but-i-dont-feel-adequate-enough-to-atten,63,17070,2019-01-02
54,https://academia.stackexchange.com/questions/124407/our-research-is-being-ignored-by-other-research-groups,63,12759,2019-02-05
55,https://academia.stackexchange.com/questions/126113/professor-expects-me-to-attend-a-conference-i-cant-afford-to-go-even-with-50,63,23050,2019-03-07
56,https://academia.stackexchange.com/questions/127430/is-it-inappropriate-for-a-student-to-attend-their-mentors-dissertation-defense,63,15085,2019-04-03
57,https://academia.stackexchange.com/questions/130583/why-do-academics-prefer-mac-linux,63,19098,2019-05-15
58,https://academia.stackexchange.com/questions/131683/a-life-of-phd-is-it-feasible,63,20440,2019-06-09
59,https://academia.stackexchange.com/questions/135326/journal-published-a-paper-ignoring-my-objections-as-a-referee,63,11450,2019-08-28
60,https://academia.stackexchange.com/questions/126440/professor-being-mistaken-for-a-grad-student,62,17738,2019-03-14
61,https://academia.stackexchange.com/questions/127618/accidentally-leaked-the-solution-to-an-assignment-what-to-do-now-im-the-prof,62,15433,2019-04-05
62,https://academia.stackexchange.com/questions/138163/why-do-computer-science-degrees-contain-a-high-proportion-of-mathematics,62,20754,2019-10-07
63,https://academia.stackexchange.com/questions/122665/im-afraid-of-chemicals-how-do-i-handle-my-required-uni-biology-class,61,23986,2019-01-07
64,https://academia.stackexchange.com/questions/133607/is-it-ethical-to-tell-my-teaching-assistant-that-i-like-him,61,21693,2019-07-20
65,https://academia.stackexchange.com/questions/138490/how-to-proceed-when-the-baseline-state-of-the-art-published-results-claim-much,60,11624,2019-10-14
66,https://academia.stackexchange.com/questions/126740/mimic-lecturing-on-blackboard-facing-audience,59,9465,2019-03-20
67,https://academia.stackexchange.com/questions/127433/how-do-i-gain-back-my-faith-in-my-phd-degree,59,14069,2019-04-03
68,https://academia.stackexchange.com/questions/129624/as-an-international-instructor-should-i-openly-talk-about-my-accent,59,10612,2019-04-24
69,https://academia.stackexchange.com/questions/130443/how-can-a-layman-easily-get-the-consensus-view-of-what-academia-thinks-about-a,59,5809,2019-05-12
70,https://academia.stackexchange.com/questions/124654/how-to-by-pass-bioethics-for-a-trivial-bio-experiment,58,11552,2019-02-09
71,https://academia.stackexchange.com/questions/133769/what-do-i-do-when-a-student-working-in-my-lab-ghosts-me,58,17868,2019-07-24
72,https://academia.stackexchange.com/questions/135646/professor-refuses-to-write-a-recommendation-letter-to-students-who-havent-writt,58,20425,2019-09-03
73,https://academia.stackexchange.com/questions/127973/how-to-politely-respond-to-generic-emails-requesting-a-phd-job-in-my-lab-withou,57,9159,2019-04-12
74,https://academia.stackexchange.com/questions/133841/does-academia-have-a-lazy-work-culture,57,14212,2019-07-26
75,https://academia.stackexchange.com/questions/135565/how-can-i-oppose-my-advisor-granting-gift-authorship-to-a-collaborator,57,10060,2019-09-02
76,https://academia.stackexchange.com/questions/140916/how-can-a-software-developer-best-volunteer-to-help-childhood-cancer-research,57,6318,2019-12-01
77,https://academia.stackexchange.com/questions/124616/is-it-ok-to-update-code-on-repository-after-publication,56,4322,2019-02-08
78,https://academia.stackexchange.com/questions/128037/how-to-deal-with-my-phd-supervisors-rudely-critiquing-all-my-draft-papers,56,15743,2019-04-13
79,https://academia.stackexchange.com/questions/135096/i-dont-have-the-theoretical-background-in-my-phd-topic-i-cant-justify-getting,56,9903,2019-08-23
80,https://academia.stackexchange.com/questions/139096/i-feel-ive-done-enough-for-a-phd-but-my-supervisor-disagrees,56,14954,2019-10-26
81,https://academia.stackexchange.com/questions/123768/how-can-you-teach-a-subject-effectively-for-which-you-are-a-skeptic-without-bi,56,10684,2019-01-25
82,https://academia.stackexchange.com/questions/129697/do-i-have-an-anti-research-personality,56,8697,2019-04-26
83,https://academia.stackexchange.com/questions/123370/are-authors-of-papers-okay-with-receiving-questions-from-people-in-industry,54,7749,2019-01-19
84,https://academia.stackexchange.com/questions/128264/is-it-fair-for-a-professor-to-grade-us-on-the-possession-of-past-papers,54,12643,2019-04-16
85,https://academia.stackexchange.com/questions/139194/is-it-possible-to-save-a-science-phd-in-10-months,54,18092,2019-10-29
86,https://academia.stackexchange.com/questions/122609/how-should-i-respond-to-a-reviewers-complaint-about-self-citation,52,10461,2019-01-06
87,https://academia.stackexchange.com/questions/124325/i-left-college-in-the-last-semester-did-not-finish-but-the-college-transferr,52,15078,2019-02-03
88,https://academia.stackexchange.com/questions/126403/how-to-deal-with-a-cynical-class,52,11598,2019-03-13
89,https://academia.stackexchange.com/questions/126720/should-i-warn-new-prospective-phd-student-that-supervisor-is-terrible,52,12973,2019-03-19
90,https://academia.stackexchange.com/questions/130516/given-0s-on-assignments-with-suspected-and-dismissed-cheating,52,13246,2019-05-13
91,https://academia.stackexchange.com/questions/131249/phd-student-with-mental-health-issues-and-bad-performance,52,14031,2019-05-29
92,https://academia.stackexchange.com/questions/134815/can-i-submit-a-paper-under-an-alias-so-as-to-avoid-trouble-in-my-country,52,12492,2019-08-17
93,https://academia.stackexchange.com/questions/141542/is-it-appropriate-to-rewrite-and-republish-another-authors-useful-but-very-badl,52,8255,2019-12-13
94,https://academia.stackexchange.com/questions/125967/plagiarism-of-code-by-other-phd-student,51,14302,2019-03-05
95,https://academia.stackexchange.com/questions/126826/the-it-department-bottlenecks-progress-how-should-i-handle-this,51,12618,2019-03-21
96,https://academia.stackexchange.com/questions/130913/i-know-that-there-is-a-preselected-candidate-for-a-position-to-be-filled-at-my-d,51,12819,2019-05-21
97,https://academia.stackexchange.com/questions/131387/should-i-give-professor-gift-at-the-beginning-of-my-phd,51,16003,2019-06-03
98,https://academia.stackexchange.com/questions/133177/during-copyediting-journal-disagrees-about-spelling-of-papers-main-topic,51,7627,2019-07-10
99,https://academia.stackexchange.com/questions/133502/how-should-i-interpret-a-promising-preprint-that-was-never-published-in-a-peer-r,51,3843,2019-07-18
100,https://academia.stackexchange.com/questions/141158/how-do-professors-and-lecturers-learn-to-teach,51,7101,2019-12-06
101,https://academia.stackexchange.com/questions/130294/renting-a-house-to-a-graduate-student-in-my-department,50,9476,2019-05-08
102,https://academia.stackexchange.com/questions/132424/just-graduated-with-a-master-s-degree-but-i-internalised-nothing,50,16747,2019-06-25
103,https://academia.stackexchange.com/questions/128144/whats-the-purpose-of-writing-ones-academic-biography-in-the-third-person,49,7202,2019-04-15
104,https://academia.stackexchange.com/questions/122343/is-it-unreasonable-to-expect-students-to-read-the-lecture-notes-before-attending,48,17197,2019-01-01
105,https://academia.stackexchange.com/questions/122702/how-do-i-ensure-that-a-search-committee-wont-contact-my-current-colleagues-tha,48,11943,2019-01-07
106,https://academia.stackexchange.com/questions/124842/how-can-i-overcome-academic-researchers-block,48,4384,2019-02-12
107,https://academia.stackexchange.com/questions/123891/can-my-university-revoke-my-degree-after-it-was-granted-due-to-corporate-data,47,19800,2019-01-27
108,https://academia.stackexchange.com/questions/125742/what-to-do-when-being-responsible-for-data-protection-in-your-lab-yet-advice-is,47,10513,2019-03-01
109,https://academia.stackexchange.com/questions/128552/is-it-acceptable-to-use-working-hours-to-read-general-interest-books,47,14911,2019-04-23
110,https://academia.stackexchange.com/questions/130839/toxic-harassing-lab-environment,47,2658,2019-05-19
111,https://academia.stackexchange.com/questions/132725/phd-when-to-quit-and-move-on,47,16934,2019-07-01
112,https://academia.stackexchange.com/questions/137137/exam-design-give-maximum-score-per-question-or-not,47,11572,2019-09-14
113,https://academia.stackexchange.com/questions/123793/cheating-among-the-international-students-very-common-in-college-what-should-i,46,5028,2019-01-25
114,https://academia.stackexchange.com/questions/130981/how-to-respond-to-an-upset-student,46,9773,2019-05-23
115,https://academia.stackexchange.com/questions/135919/why-did-it-become-so-much-more-expensive-to-start-a-university,46,13058,2019-09-10
116,https://academia.stackexchange.com/questions/139506/ms-in-mathematics-having-trouble-finding-work-outside-teaching-algebra,46,13202,2019-11-04
117,https://academia.stackexchange.com/questions/141619/being-overqualified-as-a-barrier-for-getting-a-job,46,14217,2019-12-15
118,https://academia.stackexchange.com/questions/123448/is-it-appropriate-to-cite-a-paper-in-a-language-i-dont-understand,45,8109,2019-01-20
119,https://academia.stackexchange.com/questions/124299/about-to-write-my-phd-thesis-and-i-dont-know-the-basics-and-fundamentals-i-am,45,19443,2019-02-03
120,https://academia.stackexchange.com/questions/124492/when-to-give-up-seeking-justice-after-youve-been-plagiarized,45,9538,2019-02-06
121,https://academia.stackexchange.com/questions/125718/strange-sign-on-lab-door,45,10632,2019-02-28
122,https://academia.stackexchange.com/questions/126474/how-to-explain-that-i-do-not-want-to-visit-a-country-due-to-personal-safety-conc,45,10824,2019-03-14
123,https://academia.stackexchange.com/questions/130170/gift-for-mentor-after-his-thesis-defense,45,11086,2019-05-06
124,https://academia.stackexchange.com/questions/137554/should-i-be-an-author-on-another-phd-students-paper-if-i-went-to-their-meetings,45,12713,2019-09-24
125,https://academia.stackexchange.com/questions/141039/how-can-i-convince-my-department-that-i-have-the-academic-freedom-to-select-text,45,10018,2019-12-04
126,https://academia.stackexchange.com/questions/127171/inappropriate-reference-requests-from-journal-reviewers,44,6687,2019-03-28
127,https://academia.stackexchange.com/questions/128582/retract-an-already-submitted-recommendation-letter-written-for-an-undergrad-stu,44,13623,2019-04-23
128,https://academia.stackexchange.com/questions/131218/can-i-ask-a-publisher-for-a-paper-that-i-need-for-reviewing,44,4252,2019-05-29
129,https://academia.stackexchange.com/questions/137596/what-does-a-textbook-look-like-while-you-are-writing-it,44,7797,2019-09-25
130,https://academia.stackexchange.com/questions/138881/should-i-correct-a-mistake-on-an-arxiv-manuscript-that-i-found-while-refereeing,44,5712,2019-10-22
131,https://academia.stackexchange.com/questions/141438/declining-a-paper-review-after-accepting-it-and-seeing-the-manuscript,44,7102,2019-12-12
132,https://academia.stackexchange.com/questions/128337/is-there-hard-evidence-that-the-grant-peer-review-system-performs-significantly,43,5451,2019-04-18
133,https://academia.stackexchange.com/questions/134061/should-students-have-access-to-past-exams-or-an-exam-bank,43,14619,2019-07-30
134,https://academia.stackexchange.com/questions/137305/writing-a-letter-of-recommendation-for-a-mediocre-student,43,13461,2019-09-18
135,https://academia.stackexchange.com/questions/140438/my-professor-changed-a-take-home-test-to-an-in-class-test-with-no-notice-can-i,43,9638,2019-11-22
136,https://academia.stackexchange.com/questions/134121/how-to-structure-presentation-to-avoid-getting-questions-that-will-be-answered-l,42,6327,2019-08-01
137,https://academia.stackexchange.com/questions/135387/should-a-ta-point-out-a-professors-mistake-while-attending-their-lecture,42,12032,2019-08-29
138,https://academia.stackexchange.com/questions/137781/is-having-your-hand-in-your-pocket-during-a-presentation-bad,42,11165,2019-09-28
139,https://academia.stackexchange.com/questions/126769/review-your-own-paper-in-mathematics,41,6223,2019-03-20
140,https://academia.stackexchange.com/questions/126930/a-social-experiment-what-is-the-worst-that-can-happen,41,11461,2019-03-22
141,https://academia.stackexchange.com/questions/127246/is-there-a-way-to-save-my-career-from-absolute-disaster,41,14279,2019-03-29
142,https://academia.stackexchange.com/questions/132118/why-do-textbooks-often-include-the-solutions-to-odd-or-even-numbered-problems-bu,41,11548,2019-06-18
143,https://academia.stackexchange.com/questions/133373/why-do-so-many-pure-math-phd-students-in-the-usa-drop-out-or-leave-academia-com,41,15154,2019-07-15
144,https://academia.stackexchange.com/questions/134411/double-blind-peer-review-when-paper-cites-authors-github-repo-for-code,41,6966,2019-08-08
145,https://academia.stackexchange.com/questions/134561/phd-advisor-lost-funding-need-advice,41,10737,2019-08-11
146,https://academia.stackexchange.com/questions/134634/how-can-i-find-an-old-paper-when-the-usual-methods-fail,41,6430,2019-08-13
147,https://academia.stackexchange.com/questions/135433/professor-behaving-oddly-but-i-dont-want-to-persecute-him,41,7407,2019-08-30
148,https://academia.stackexchange.com/questions/126547/i-got-the-following-comment-from-a-reputed-math-journal-what-does-it-mean,40,11941,2019-03-16
149,https://academia.stackexchange.com/questions/130944/how-can-i-tell-if-im-being-too-picky-as-a-referee,40,6940,2019-05-22
150,https://academia.stackexchange.com/questions/131736/are-athletes-college-degrees-discounted-by-employers-and-graduate-school-admiss,40,9906,2019-06-11
151,https://academia.stackexchange.com/questions/133336/doing-research-in-academia-and-not-liking-competition,40,7554,2019-07-13
152,https://academia.stackexchange.com/questions/133842/how-to-judge-a-ph-d-applicant-that-arrives-out-of-thin-air,40,13732,2019-07-26
153,https://academia.stackexchange.com/questions/134555/how-do-some-phd-students-get-10-papers-is-that-what-i-need-for-landing-good-fa,40,14030,2019-08-11
154,https://academia.stackexchange.com/questions/138515/can-a-company-prevent-a-co-author-of-a-paper-from-putting-his-name-on-it,40,8469,2019-10-14
155,https://academia.stackexchange.com/questions/139358/i-have-been-accused-of-copying-two-lab-reports-from-the-previous-year-even-thoug,40,9884,2019-11-01
156,https://academia.stackexchange.com/questions/139434/is-it-acceptable-to-mark-off-or-comment-on-someones-presentation-based-on-their,40,12305,2019-11-02
157,https://academia.stackexchange.com/questions/141647/what-is-a-brown-bag-seminar,40,12326,2019-12-16
158,https://academia.stackexchange.com/questions/141790/what-sort-of-professional-boundary-should-i-set-with-other-students-when-i-am-a,40,9016,2019-12-18
159,https://academia.stackexchange.com/questions/122461/reviewer-signs-name-on-review-should-the-editor-censor,39,6544,2019-01-03
160,https://academia.stackexchange.com/questions/123244/what-can-i-do-with-like-new-recent-edition-textbooks-that-im-not-allowed-to-se,39,12813,2019-01-16
161,https://academia.stackexchange.com/questions/127116/how-to-write-papers-efficiently-when-english-isnt-my-first-language,39,5325,2019-03-27
162,https://academia.stackexchange.com/questions/133491/i-have-found-a-mistake-on-someones-code-published-online-what-is-the-protocol,39,9788,2019-07-18
163,https://academia.stackexchange.com/questions/134338/will-a-paper-be-retracted-if-a-flaw-in-released-software-code-invalidates-its-ce,39,11094,2019-08-06
164,https://academia.stackexchange.com/questions/135261/is-it-unusual-for-a-math-department-not-to-have-a-mail-web-server,39,10850,2019-08-26
165,https://academia.stackexchange.com/questions/137958/how-to-respond-when-insulted-by-a-grad-student-in-a-different-department,39,9890,2019-10-03
166,https://academia.stackexchange.com/questions/138021/how-should-i-tell-a-professor-the-answer-to-something-he-doesnt-know,39,10869,2019-10-04
167,https://academia.stackexchange.com/questions/140418/my-advisor-wants-me-to-make-my-phd-thesis-weaker,39,12466,2019-11-21
168,https://academia.stackexchange.com/questions/122840/without-accessing-the-code-how-can-a-reviewer-confirm-if-the-simulation-results,38,7882,2019-01-09
169,https://academia.stackexchange.com/questions/123303/my-significant-other-is-a-member-of-a-research-project-that-i-coordinate-how-to,38,6476,2019-01-17
170,https://academia.stackexchange.com/questions/131596/should-i-refuse-to-be-named-as-co-author-of-a-low-quality-paper,38,9001,2019-06-07
171,https://academia.stackexchange.com/questions/132549/why-are-examinees-often-not-allowed-to-leave-during-the-start-and-end-of-an-exam,38,10854,2019-06-28
172,https://academia.stackexchange.com/questions/132890/as-a-supervisor-what-feedback-would-you-expect-from-a-phd-who-quits,38,6301,2019-07-04
173,https://academia.stackexchange.com/questions/133809/what-to-do-when-you-reach-a-conclusion-and-find-out-later-on-that-someone-else-a,38,5401,2019-07-25
174,https://academia.stackexchange.com/questions/134905/how-to-know-if-i-have-a-passion,38,9963,2019-08-19
175,https://academia.stackexchange.com/questions/138243/encountering-former-abusive-advisor-at-a-conference,38,8937,2019-10-08
176,https://academia.stackexchange.com/questions/138528/can-someone-interview-their-sibling,38,8918,2019-10-15
177,https://academia.stackexchange.com/questions/141915/why-is-brill-selling-chapters-of-my-book-for-30,38,5441,2019-12-22
178,https://academia.stackexchange.com/questions/125155/i-hate-taking-lectures-can-i-still-survive-in-academia,37,15692,2019-02-18
179,https://academia.stackexchange.com/questions/128048/is-above-average-number-of-years-spent-on-phd-considered-a-red-flag-in-future-ac,37,9019,2019-04-13
180,https://academia.stackexchange.com/questions/132996/what-happens-to-unproductive-professors,37,14708,2019-07-07
181,https://academia.stackexchange.com/questions/134684/what-should-i-do-if-actually-i-found-a-serious-flaw-in-someones-phd-thesis-and,37,12678,2019-08-14
182,https://academia.stackexchange.com/questions/135838/i-changed-a-word-from-a-source-how-do-i-cite-it-correctly,37,5782,2019-09-08
183,https://academia.stackexchange.com/questions/137340/what-do-you-do-if-you-have-developments-on-your-paper-during-the-long-peer-revie,37,4328,2019-09-18
184,https://academia.stackexchange.com/questions/127214/should-i-tutor-a-student-who-i-know-has-cheated-on-their-homework,36,10012,2019-03-28
185,https://academia.stackexchange.com/questions/129837/i-caught-several-of-my-students-plagiarizing-could-it-be-my-fault-as-a-teacher,36,12124,2019-04-29
186,https://academia.stackexchange.com/questions/132751/how-serious-is-plagiarism-in-a-master-s-thesis,36,10868,2019-07-02
187,https://academia.stackexchange.com/questions/134282/is-there-a-way-to-improve-my-grade-after-graduation,36,9114,2019-08-05
188,https://academia.stackexchange.com/questions/135946/should-i-leave-the-first-authorship-of-our-paper-to-the-student-who-did-the-proj,36,9391,2019-09-10
189,https://academia.stackexchange.com/questions/140620/is-there-any-benefit-of-being-treated-as-professor-by-students-and-admin,36,10107,2019-11-25
190,https://academia.stackexchange.com/questions/123112/is-listing-annexed-territory-listed-in-author-details-a-valid-reason-to-decline,35,11769,2019-01-14
191,https://academia.stackexchange.com/questions/126651/error-in-masters-thesis-i-do-not-know-what-to-do,35,11978,2019-03-18
192,https://academia.stackexchange.com/questions/134582/do-i-have-to-cite-common-cs-algorithms,35,15008,2019-08-12
193,https://academia.stackexchange.com/questions/134796/why-should-a-p-i-be-motivated-to-write-a-strong-lor-even-if-that-means-losing-a,35,11639,2019-08-17
194,https://academia.stackexchange.com/questions/137018/how-to-publish-superseding-results-without-creating-enemies,34,5937,2019-09-12
195,https://academia.stackexchange.com/questions/139733/how-to-manage-publications-on-a-local-computer,35,4238,2019-11-08
196,https://academia.stackexchange.com/questions/140163/my-phd-defense-is-next-week-and-i-am-having-negative-thoughts-about-my-work-and,35,12228,2019-11-17
197,https://academia.stackexchange.com/questions/123759/fellow-student-seems-to-be-chasing-rainbows-should-i-step-in,34,12721,2019-01-25
198,https://academia.stackexchange.com/questions/124177/is-combinatorial-novelty-without-insight-useful-who-cares-if-were-the-first-to,34,3398,2019-02-01
199,https://academia.stackexchange.com/questions/126431/my-adviser-wants-to-be-the-first-author,34,11406,2019-03-13
200,https://academia.stackexchange.com/questions/127953/accepted-by-european-university-rejected-by-all-american-ones-i-applied-to-pos,34,8063,2019-04-11
201,https://academia.stackexchange.com/questions/128205/is-it-ethical-to-give-a-final-exam-after-the-professor-has-quit-before-teaching,34,11857,2019-04-16
202,https://academia.stackexchange.com/questions/130087/how-to-preserve-a-rare-version-of-a-book-respecting-the-copyright-as-well,34,3813,2019-05-04
203,https://academia.stackexchange.com/questions/131866/my-student-in-one-course-asks-for-paid-tutoring-in-another-course-appropriate,34,8314,2019-06-14
204,https://academia.stackexchange.com/questions/135538/how-do-you-manage-to-study-and-have-a-balance-in-your-life-at-the-same-time,34,8223,2019-09-01
205,https://academia.stackexchange.com/questions/138391/is-success-due-to-hard-work-sustainable-in-academic-research,34,6179,2019-10-11
206,https://academia.stackexchange.com/questions/139141/what-would-an-inclusive-curriculum-look-like-in-a-computer-science-course,34,11347,2019-10-28
207,https://academia.stackexchange.com/questions/122944/why-is-research-at-highly-productive-research-institutions-better-than-those-at,33,9294,2019-01-11
208,https://academia.stackexchange.com/questions/132009/dates-on-degrees-don-t-make-sense-will-people-care,33,14396,2019-06-17
209,https://academia.stackexchange.com/questions/133023/is-a-request-to-book-a-business-flight-ticket-for-a-graduate-student-an-unreason,33,13150,2019-07-07
210,https://academia.stackexchange.com/questions/134440/is-ta-ing-worth-the-opportunity-cost,33,8320,2019-08-08
211,https://academia.stackexchange.com/questions/135560/is-it-safe-for-a-student-to-give-negative-feedback-in-student-evaluations,33,7582,2019-09-02
212,https://academia.stackexchange.com/questions/141911/shall-i-go-and-see-my-advisors-father-who-is-on-his-death-bed,33,7970,2019-12-22
213,https://academia.stackexchange.com/questions/127384/can-someone-clarify-hammings-notion-of-important-problems-in-relation-to-modern,32,4376,2019-04-02
214,https://academia.stackexchange.com/questions/127921/is-it-ethical-to-upload-an-automatically-generated-paper-to-a-non-peer-reviewed,32,7327,2019-04-11
215,https://academia.stackexchange.com/questions/130423/how-to-cope-with-regret-and-shame-about-not-fully-utilizing-opportunities-during,32,8586,2019-05-11
216,https://academia.stackexchange.com/questions/131572/why-are-mba-programs-closing-in-the-united-states,32,8506,2019-06-06
217,https://academia.stackexchange.com/questions/131576/how-can-ones-career-as-a-reviewer-be-ended,32,6460,2019-06-06
218,https://academia.stackexchange.com/questions/132057/do-i-have-any-obligations-to-my-phd-supervisors-requests-after-i-have-graduated,32,14009,2019-06-17
219,https://academia.stackexchange.com/questions/132230/should-i-include-salary-information-on-my-cv,32,9131,2019-06-21
220,https://academia.stackexchange.com/questions/132484/journal-standards-vs-personal-standards,32,5185,2019-06-26
