,owner,score,last_edit_date,last_activity_date,creation_date,post_type,post_id,post_link
30,https://stackoverflow.com/users/6654942/js2010,1,2019-10-07 19:33:13,2019-10-07 19:33:13,2019-07-10 03:32:02,answer,56963061,https://stackoverflow.com/a/56963061
31,https://stackoverflow.com/users/11078016/ravjduker,3,no_value,2019-10-07 19:31:56,2019-06-10 07:53:48,question,56522631,https://stackoverflow.com/q/56522631
32,https://stackoverflow.com/users/247696/flimm,4,2019-10-07 19:30:14,2019-10-07 19:30:14,2019-09-25 10:54:22,question,58096795,https://stackoverflow.com/q/58096795
33,https://stackoverflow.com/users/9716869/xanonec,1,2019-10-07 19:29:55,2019-10-07 19:29:55,2019-07-25 12:20:11,answer,57201835,https://stackoverflow.com/a/57201835
34,https://stackoverflow.com/users/5069802/javier,2,no_value,2019-10-07 19:29:55,2019-07-24 15:41:13,question,57186678,https://stackoverflow.com/q/57186678
35,https://stackoverflow.com/users/5345715/user12547645,1,2019-10-07 19:29:10,2019-10-07 19:29:10,2019-06-27 12:41:37,question,56791267,https://stackoverflow.com/q/56791267
36,https://stackoverflow.com/users/9932078/jeril,0,2019-10-07 19:28:50,2019-10-07 19:28:50,2019-08-13 10:41:58,question,57476063,https://stackoverflow.com/q/57476063
37,https://stackoverflow.com/users/10259516/anjanadyna,0,2019-10-07 19:28:39,2019-10-07 19:28:39,2019-09-03 09:20:19,question,57768656,https://stackoverflow.com/q/57768656
38,https://stackoverflow.com/users/9143462/uniq,0,2019-10-07 19:28:34,2019-10-07 19:28:34,2019-08-12 11:44:25,question,57460572,https://stackoverflow.com/q/57460572
39,https://stackoverflow.com/users/9935932/yasin-lachini,0,2019-10-07 19:28:25,2019-10-07 19:28:25,2019-04-02 11:55:46,question,55474193,https://stackoverflow.com/q/55474193
40,https://stackoverflow.com/users/9935932/yasin-lachini,1,2019-10-07 19:28:19,2019-10-07 19:28:19,2019-04-02 14:23:45,question,55477168,https://stackoverflow.com/q/55477168
41,https://stackoverflow.com/users/9164810/rookie099,2,2019-10-07 19:28:10,2019-10-07 19:28:10,2019-04-18 11:15:51,question,55744843,https://stackoverflow.com/q/55744843
42,https://stackoverflow.com/users/11604754/xizhao,0,2019-10-07 19:28:04,2019-10-07 19:28:04,2019-06-05 15:06:44,question,56463236,https://stackoverflow.com/q/56463236
43,https://stackoverflow.com/users/9935932/yasin-lachini,0,2019-10-07 19:27:59,2019-10-07 19:27:59,2019-03-31 15:38:17,question,55442548,https://stackoverflow.com/q/55442548
44,https://stackoverflow.com/users/9935932/yasin-lachini,0,2019-10-07 19:27:54,2019-10-07 19:27:54,2019-04-01 12:56:58,question,55455681,https://stackoverflow.com/q/55455681
45,https://stackoverflow.com/users/4156201/hoang-tuan,1,2019-09-25 07:49:20,2019-10-07 19:27:42,2019-09-25 02:35:56,question,58090421,https://stackoverflow.com/q/58090421
46,https://stackoverflow.com/users/2056969/khemedi,0,2019-10-07 19:27:23,2019-10-07 19:27:23,2019-09-29 20:29:08,question,58158947,https://stackoverflow.com/q/58158947
47,https://stackoverflow.com/users/9610875/jonasptfl,0,2019-05-29 16:03:37,2019-10-07 19:27:02,2019-05-28 18:25:56,question,56348089,https://stackoverflow.com/q/56348089
48,https://stackoverflow.com/users/9610875/jonasptfl,0,2019-10-07 19:27:02,2019-10-07 19:27:02,2019-05-29 20:08:41,answer,56367794,https://stackoverflow.com/a/56367794
49,https://stackoverflow.com/users/11843562/gravity,0,2019-07-28 21:34:36,2019-10-07 19:24:46,2019-07-26 22:44:18,question,57227757,https://stackoverflow.com/q/57227757
50,https://stackoverflow.com/users/564927/user564927,2,2019-05-30 22:23:21,2019-10-07 19:24:21,2019-05-30 21:24:16,question,56385819,https://stackoverflow.com/q/56385819
51,https://stackoverflow.com/users/3291390/stack-underflow,15,2019-10-07 19:23:30,2019-10-07 19:23:30,2019-01-09 17:50:47,answer,54115776,https://stackoverflow.com/a/54115776
52,https://stackoverflow.com/users/79646/odrade,0,no_value,2019-10-07 19:23:03,2019-08-29 17:46:53,question,57715453,https://stackoverflow.com/q/57715453
53,https://stackoverflow.com/users/11991880/uday-katakam,-2,2019-08-29 04:45:03,2019-10-07 19:22:56,2019-08-29 01:24:28,question,57701835,https://stackoverflow.com/q/57701835
54,https://stackoverflow.com/users/7593330/cristi-lepadatu,1,2019-10-07 19:22:56,2019-10-07 19:22:56,2019-09-12 15:23:23,answer,57909924,https://stackoverflow.com/a/57909924
55,https://stackoverflow.com/users/9297580/alofgran,-1,2019-09-24 19:51:46,2019-10-07 19:22:47,2019-09-24 18:24:45,question,58086203,https://stackoverflow.com/q/58086203
56,https://stackoverflow.com/users/8321222/ezg,0,2019-09-26 04:19:01,2019-10-07 19:22:21,2019-09-24 20:53:10,question,58087985,https://stackoverflow.com/q/58087985
57,https://stackoverflow.com/users/8844711/ethan-price,0,no_value,2019-10-07 19:21:09,2019-09-26 13:55:50,question,58118435,https://stackoverflow.com/q/58118435
58,https://stackoverflow.com/users/6110120/pawarchinmay27,0,2019-08-26 17:52:17,2019-10-07 19:19:47,2019-08-26 17:47:34,question,57662585,https://stackoverflow.com/q/57662585
59,https://stackoverflow.com/users/11865500/christian-garcia-arellano,0,2019-10-07 19:19:13,2019-10-07 19:19:13,2019-08-01 16:15:59,question,57313177,https://stackoverflow.com/q/57313177
60,https://stackoverflow.com/users/11158354/shnick,8,2019-03-17 11:18:42,2019-10-07 19:17:00,2019-03-13 13:44:04,question,55143363,https://stackoverflow.com/q/55143363
61,https://stackoverflow.com/users/8376184/fzs,5,2019-10-07 19:17:00,2019-10-07 19:17:00,2019-03-13 13:47:38,answer,55143445,https://stackoverflow.com/a/55143445
62,https://stackoverflow.com/users/2027142/ramy-gerges,0,2019-10-07 19:16:50,2019-10-07 19:16:50,2019-09-30 20:05:42,question,58174623,https://stackoverflow.com/q/58174623
63,https://stackoverflow.com/users/11692003/usama-shafiq,0,2019-06-24 15:00:40,2019-10-07 19:16:14,2019-06-24 11:29:51,question,56735628,https://stackoverflow.com/q/56735628
64,https://stackoverflow.com/users/9095988/kanow,0,2019-10-07 19:14:30,2019-10-07 19:14:30,2019-04-01 20:16:36,question,55462930,https://stackoverflow.com/q/55462930
65,https://stackoverflow.com/users/11825978/eric,3,2019-10-07 19:11:13,2019-10-07 19:11:13,2019-07-23 18:02:46,question,57169856,https://stackoverflow.com/q/57169856
66,https://stackoverflow.com/users/2639558/adar-hefer,3,no_value,2019-10-07 19:08:18,2019-07-23 13:54:22,question,57165778,https://stackoverflow.com/q/57165778
67,https://stackoverflow.com/users/1440240/ben-racicot,0,2019-10-05 13:15:39,2019-10-07 19:07:23,2019-09-28 23:13:07,question,58150967,https://stackoverflow.com/q/58150967
68,https://stackoverflow.com/users/3545219/loheek,4,2019-03-19 14:52:03,2019-10-07 19:04:38,2019-03-19 11:21:21,question,55239832,https://stackoverflow.com/q/55239832
69,https://stackoverflow.com/users/2600073/stan,0,no_value,2019-10-07 18:59:44,2019-09-30 15:15:24,question,58170756,https://stackoverflow.com/q/58170756
70,https://stackoverflow.com/users/3397462/nokieng,3,2019-10-07 18:59:14,2019-10-07 18:59:14,2019-05-23 08:26:26,answer,56271037,https://stackoverflow.com/a/56271037
71,https://stackoverflow.com/users/11232155/fengo,0,2019-08-06 12:54:36,2019-10-07 18:57:22,2019-08-06 12:46:39,question,57376420,https://stackoverflow.com/q/57376420
72,https://stackoverflow.com/users/736260/rubia,0,2019-07-20 15:30:57,2019-10-07 18:57:05,2019-07-20 15:25:33,question,57126085,https://stackoverflow.com/q/57126085
73,https://stackoverflow.com/users/7920473/arun-vinoth,0,2019-10-07 18:56:29,2019-10-07 18:56:29,2019-04-15 01:23:12,answer,55681545,https://stackoverflow.com/a/55681545
74,https://stackoverflow.com/users/2150896/muhammad-taqi,1,2019-04-15 01:25:32,2019-10-07 18:56:29,2019-04-14 18:59:19,question,55678927,https://stackoverflow.com/q/55678927
75,https://stackoverflow.com/users/3299116/user3299116,-1,2019-07-29 21:31:07,2019-10-07 18:55:40,2019-07-29 19:57:28,question,57260619,https://stackoverflow.com/q/57260619
76,https://stackoverflow.com/users/11957273/bmarcin,0,2019-08-21 13:32:34,2019-10-07 18:55:31,2019-08-21 13:30:10,question,57592838,https://stackoverflow.com/q/57592838
77,https://stackoverflow.com/users/1997066/it-researcher,1,2019-10-07 18:53:54,2019-10-07 18:55:15,2019-09-26 12:34:43,question,58116937,https://stackoverflow.com/q/58116937
78,https://stackoverflow.com/users/8367626/mary,0,2019-10-07 18:55:15,2019-10-07 18:55:15,2019-09-27 02:32:08,answer,58126992,https://stackoverflow.com/a/58126992
79,https://stackoverflow.com/users/3227743/edusta,2,2019-10-07 18:54:53,2019-10-07 18:54:53,2019-09-27 14:11:23,question,58136254,https://stackoverflow.com/q/58136254
80,https://stackoverflow.com/users/193178/rolf-kristensen,1,2019-10-07 18:54:12,2019-10-07 18:54:12,2019-06-19 20:13:00,answer,56675195,https://stackoverflow.com/a/56675195
81,https://stackoverflow.com/users/2811506/david-braverman,1,2019-06-20 12:58:54,2019-10-07 18:54:12,2019-06-19 19:36:59,question,56674727,https://stackoverflow.com/q/56674727
82,https://stackoverflow.com/users/5924132/lhjohn,4,2019-06-05 12:34:21,2019-10-07 18:54:07,2019-06-05 11:33:46,question,56459677,https://stackoverflow.com/q/56459677
83,https://stackoverflow.com/users/1612383/frank-mehlhop,0,2019-07-30 19:41:59,2019-10-07 18:53:43,2019-07-29 14:56:19,question,57256392,https://stackoverflow.com/q/57256392
84,https://stackoverflow.com/users/193178/rolf-kristensen,0,2019-10-07 18:53:43,2019-10-07 18:53:43,2019-08-14 20:46:23,answer,57501834,https://stackoverflow.com/a/57501834
85,https://stackoverflow.com/users/5268288/daniel-s,2,2019-08-10 11:20:25,2019-10-07 18:53:22,2019-08-09 10:26:26,question,57428142,https://stackoverflow.com/q/57428142
86,https://stackoverflow.com/users/201303/julian,1,2019-10-07 18:53:22,2019-10-07 18:53:22,2019-08-09 11:03:04,answer,57428720,https://stackoverflow.com/a/57428720
87,https://stackoverflow.com/users/193178/rolf-kristensen,2,2019-10-07 18:53:06,2019-10-07 18:53:06,2019-08-15 18:56:36,answer,57514765,https://stackoverflow.com/a/57514765
88,https://stackoverflow.com/users/7862418/mhd,0,no_value,2019-10-07 18:53:06,2019-08-15 18:40:32,question,57514566,https://stackoverflow.com/q/57514566
89,https://stackoverflow.com/users/3130208/subash-acharya,0,2019-04-18 12:20:03,2019-10-07 18:52:52,2019-04-18 12:01:10,question,55745627,https://stackoverflow.com/q/55745627
90,https://stackoverflow.com/users/193178/rolf-kristensen,0,2019-10-07 18:52:52,2019-10-07 18:52:52,2019-04-20 12:47:26,answer,55773656,https://stackoverflow.com/a/55773656
91,https://stackoverflow.com/users/7353268/amr-ragab,1,2019-10-04 11:27:07,2019-10-07 18:50:32,2019-09-29 05:59:14,question,58152687,https://stackoverflow.com/q/58152687
92,https://stackoverflow.com/users/11953145/aysa,0,2019-10-07 18:50:15,2019-10-07 18:50:15,2019-09-24 15:18:21,question,58083481,https://stackoverflow.com/q/58083481
93,https://stackoverflow.com/users/7418158/jinto-antony,0,2019-03-28 08:19:19,2019-10-07 18:50:03,2019-03-28 06:44:08,question,55391611,https://stackoverflow.com/q/55391611
94,https://stackoverflow.com/users/8671317/ravi,1,2019-06-25 19:21:56,2019-10-07 18:49:06,2019-06-25 19:16:42,question,56760683,https://stackoverflow.com/q/56760683
95,https://stackoverflow.com/users/9331475/stack123,-1,2019-10-07 18:49:00,2019-10-07 18:49:00,2019-09-29 09:44:57,question,58154072,https://stackoverflow.com/q/58154072
96,https://stackoverflow.com/users/179715/jamesdlin,6,2019-10-07 18:46:29,2019-10-07 18:46:29,2019-03-05 07:20:49,answer,54997386,https://stackoverflow.com/a/54997386
97,https://stackoverflow.com/users/999082/jazimov,0,2019-10-07 18:43:57,2019-10-07 18:43:57,2019-09-29 15:20:24,question,58156589,https://stackoverflow.com/q/58156589
98,https://stackoverflow.com/users/2130479/vipin,0,no_value,2019-10-07 18:43:22,2019-09-20 14:25:48,question,58030265,https://stackoverflow.com/q/58030265
99,https://stackoverflow.com/users/9323850/lloyd-saulpaugh,1,2019-09-23 18:07:00,2019-10-07 18:43:02,2019-09-23 15:29:51,question,58065717,https://stackoverflow.com/q/58065717
100,https://stackoverflow.com/users/4789373/falconua,1,2019-07-19 14:01:36,2019-10-07 18:40:18,2019-07-19 13:10:41,question,57113226,https://stackoverflow.com/q/57113226
101,https://stackoverflow.com/users/11607577/michal-lis,1,2019-10-07 18:38:39,2019-10-07 18:38:39,2019-07-04 05:29:44,answer,56881185,https://stackoverflow.com/a/56881185
102,https://stackoverflow.com/users/8887398/birdman,0,2019-04-07 12:29:19,2019-10-07 18:35:45,2019-04-07 08:15:48,question,55556953,https://stackoverflow.com/q/55556953
103,https://stackoverflow.com/users/2075565/ivan,3,2019-10-07 18:33:55,2019-10-07 18:33:55,2019-05-14 14:38:58,answer,56133028,https://stackoverflow.com/a/56133028
104,https://stackoverflow.com/users/934241/john-smith,1,no_value,2019-10-07 18:32:46,2019-09-27 07:10:55,question,58129551,https://stackoverflow.com/q/58129551
105,https://stackoverflow.com/users/1565454/jakub-kuszneruk,0,2019-10-07 18:32:19,2019-10-07 18:32:19,2019-09-03 15:21:44,answer,57774634,https://stackoverflow.com/a/57774634
106,https://stackoverflow.com/users/1565454/jakub-kuszneruk,2,2019-08-27 13:44:33,2019-10-07 18:32:19,2019-08-27 13:23:58,question,57675679,https://stackoverflow.com/q/57675679
107,https://stackoverflow.com/users/11994048/omarelfaky,0,2019-09-04 13:27:33,2019-10-07 18:30:45,2019-09-04 12:28:41,question,57788406,https://stackoverflow.com/q/57788406
108,https://stackoverflow.com/users/10961619/shivam,0,no_value,2019-10-07 18:30:40,2019-06-19 05:59:52,question,56660916,https://stackoverflow.com/q/56660916
109,https://stackoverflow.com/users/8564213/pernil,0,no_value,2019-10-07 18:30:37,2019-09-18 12:25:40,question,57992784,https://stackoverflow.com/q/57992784
110,https://stackoverflow.com/users/12063370/summerfinn3,1,2019-10-07 18:30:37,2019-10-07 18:30:37,2019-09-18 12:29:52,answer,57992874,https://stackoverflow.com/a/57992874
111,https://stackoverflow.com/users/206567/jefferson,1,2019-10-07 18:26:29,2019-10-07 18:26:29,2019-09-20 01:26:26,question,58020638,https://stackoverflow.com/q/58020638
112,https://stackoverflow.com/users/2376275/jun-wang,1,2019-10-07 18:26:16,2019-10-07 18:26:16,2019-01-17 19:42:20,answer,54243188,https://stackoverflow.com/a/54243188
113,https://stackoverflow.com/users/4742987/taclight,1,2019-06-28 16:16:14,2019-10-07 18:25:39,2019-06-28 14:53:41,question,56809063,https://stackoverflow.com/q/56809063
114,https://stackoverflow.com/users/2882074/android-devs,1,2019-09-27 11:13:54,2019-10-07 18:24:48,2019-09-27 07:15:40,question,58129620,https://stackoverflow.com/q/58129620
115,https://stackoverflow.com/users/959460/dr-ysg,0,2019-06-21 23:35:13,2019-10-07 18:24:21,2019-06-21 22:57:38,question,56711258,https://stackoverflow.com/q/56711258
116,https://stackoverflow.com/users/3403614/varis-darasirikul,1,2019-05-26 04:47:52,2019-10-07 18:22:47,2019-05-24 03:37:28,question,56285530,https://stackoverflow.com/q/56285530
117,https://stackoverflow.com/users/131930/jeremy-friesner,3,no_value,2019-10-07 18:22:18,2019-09-25 18:21:10,question,58104425,https://stackoverflow.com/q/58104425
118,https://stackoverflow.com/users/9345907/sumerechny,0,no_value,2019-10-07 18:22:04,2019-09-30 18:34:26,question,58173413,https://stackoverflow.com/q/58173413
119,https://stackoverflow.com/users/564503/gaganbm,0,no_value,2019-10-07 18:21:58,2019-09-27 18:00:01,question,58139442,https://stackoverflow.com/q/58139442
120,https://stackoverflow.com/users/5071435/tombreit,1,no_value,2019-10-07 18:21:00,2019-05-11 16:39:59,question,56092323,https://stackoverflow.com/q/56092323
121,https://stackoverflow.com/users/5253897/christian-jensen,4,2019-10-07 18:20:17,2019-10-07 18:20:17,2019-01-25 21:56:33,answer,54373322,https://stackoverflow.com/a/54373322
122,https://stackoverflow.com/users/10623422/pascal-k,0,2019-08-25 20:37:08,2019-10-07 18:19:33,2019-08-17 15:56:43,question,57537807,https://stackoverflow.com/q/57537807
123,https://stackoverflow.com/users/6518118/anekix,0,2019-06-03 06:38:47,2019-10-07 18:19:22,2019-06-03 06:16:26,question,56421983,https://stackoverflow.com/q/56421983
124,https://stackoverflow.com/users/6656240/akhil-reddy-bandi,0,2019-09-10 08:09:02,2019-10-07 18:18:46,2019-09-10 08:04:49,question,57866495,https://stackoverflow.com/q/57866495
125,https://stackoverflow.com/users/6897641/swapnil-patel,0,2019-10-07 18:15:52,2019-10-07 18:15:52,2019-09-24 19:19:56,question,58086921,https://stackoverflow.com/q/58086921
126,https://stackoverflow.com/users/6010135/pastello,0,no_value,2019-10-07 18:12:01,2019-09-29 20:59:09,question,58159144,https://stackoverflow.com/q/58159144
127,https://stackoverflow.com/users/1932063/user1932063,-2,2019-10-07 18:10:23,2019-10-07 18:10:23,2019-09-28 19:08:54,question,58149475,https://stackoverflow.com/q/58149475
128,https://stackoverflow.com/users/9369851/battibatch,1,no_value,2019-10-07 18:09:57,2019-07-09 13:01:50,question,56953226,https://stackoverflow.com/q/56953226
129,https://stackoverflow.com/users/7837973/rubipop,-1,2019-10-07 18:07:37,2019-10-07 18:07:37,2019-06-17 14:05:46,question,56632992,https://stackoverflow.com/q/56632992
130,https://stackoverflow.com/users/1791531/towi-parallelism,3,2019-10-07 16:15:23,2019-10-07 18:06:46,2019-09-29 13:39:22,question,58155778,https://stackoverflow.com/q/58155778
131,https://stackoverflow.com/users/1661186/darlan-dieterich,1,2019-10-07 18:06:05,2019-10-07 18:06:05,2019-05-27 12:32:51,answer,56326164,https://stackoverflow.com/a/56326164
132,https://stackoverflow.com/users/5830240/xbadal,2,2019-09-30 11:16:06,2019-10-07 18:04:04,2019-08-25 09:59:17,question,57645037,https://stackoverflow.com/q/57645037
133,https://stackoverflow.com/users/556687/thechrisberry,0,2019-10-07 18:03:03,2019-10-07 18:03:03,2019-09-17 00:34:38,question,57965919,https://stackoverflow.com/q/57965919
134,https://stackoverflow.com/users/2982028/reza-jafari,0,2019-10-07 18:00:24,2019-10-07 18:00:24,2019-09-26 18:04:51,answer,58122416,https://stackoverflow.com/a/58122416
135,https://stackoverflow.com/users/4624877/siva,0,no_value,2019-10-07 17:58:12,2019-09-20 08:14:19,question,58024432,https://stackoverflow.com/q/58024432
136,https://stackoverflow.com/users/9799161/user9799161,0,2019-05-23 10:58:47,2019-10-07 17:55:46,2019-05-23 10:44:23,question,56273518,https://stackoverflow.com/q/56273518
137,https://stackoverflow.com/users/227436/daryl,1,no_value,2019-10-07 17:55:33,2019-02-01 14:37:28,question,54481657,https://stackoverflow.com/q/54481657
138,https://stackoverflow.com/users/7585920/sanjay-umaraniya,0,2019-10-07 17:54:16,2019-10-07 17:54:16,2019-01-07 16:22:09,answer,54078080,https://stackoverflow.com/a/54078080
139,https://stackoverflow.com/users/8682074/john-balvin-arias,0,2019-10-07 14:38:41,2019-10-07 17:53:39,2019-08-13 21:29:42,question,57485553,https://stackoverflow.com/q/57485553
140,https://stackoverflow.com/users/7928348/shizukura,2,2019-10-07 06:53:39,2019-10-07 17:53:12,2019-07-30 02:41:08,question,57263652,https://stackoverflow.com/q/57263652
141,https://stackoverflow.com/users/2113516/aco,0,2019-10-07 17:51:37,2019-10-07 17:51:37,2019-03-07 00:30:29,question,55034284,https://stackoverflow.com/q/55034284
142,https://stackoverflow.com/users/2760533/napi15,0,no_value,2019-10-07 17:50:30,2019-09-13 02:46:52,question,57916711,https://stackoverflow.com/q/57916711
143,https://stackoverflow.com/users/3387068/user3387068,0,no_value,2019-10-07 17:48:22,2019-09-30 18:07:42,question,58173083,https://stackoverflow.com/q/58173083
144,https://stackoverflow.com/users/6416865/erik,0,no_value,2019-10-07 17:46:19,2019-09-20 19:10:34,question,58033981,https://stackoverflow.com/q/58033981
145,https://stackoverflow.com/users/668338/user668338,0,2019-10-07 17:45:46,2019-10-07 17:45:46,2019-09-28 15:57:58,question,58148020,https://stackoverflow.com/q/58148020
146,https://stackoverflow.com/users/7340066/bipin-shrestha,0,2019-10-07 17:44:43,2019-10-07 17:44:43,2019-04-22 05:16:28,answer,55789455,https://stackoverflow.com/a/55789455
147,https://stackoverflow.com/users/10449636/singularli,1,2019-09-20 11:57:18,2019-10-07 17:44:29,2019-09-20 11:45:47,question,58027759,https://stackoverflow.com/q/58027759
148,https://stackoverflow.com/users/21679/carra,17,2019-04-03 16:04:48,2019-10-07 17:44:16,2019-04-03 09:06:32,question,55491242,https://stackoverflow.com/q/55491242
149,https://stackoverflow.com/users/2568276/user2568276,0,2019-09-25 23:27:24,2019-10-07 17:43:47,2019-09-25 12:07:14,question,58098002,https://stackoverflow.com/q/58098002
150,https://stackoverflow.com/users/11383669/corrupd,1,2019-06-15 15:48:07,2019-10-07 17:42:30,2019-06-15 15:25:10,question,56611704,https://stackoverflow.com/q/56611704
151,https://stackoverflow.com/users/631619/michael-durrant,0,2019-10-07 17:41:55,2019-10-07 17:41:55,2019-09-26 21:48:25,question,58125181,https://stackoverflow.com/q/58125181
152,https://stackoverflow.com/users/2254314/johnytex,0,2019-09-26 09:40:38,2019-10-07 17:41:00,2019-09-26 09:34:40,question,58113779,https://stackoverflow.com/q/58113779
153,https://stackoverflow.com/users/2780334/zenlulz,0,no_value,2019-10-07 17:38:36,2019-09-23 07:05:08,question,58057223,https://stackoverflow.com/q/58057223
154,https://stackoverflow.com/users/75103/thebjorn,2,no_value,2019-10-07 17:38:10,2019-08-12 22:51:04,question,57469184,https://stackoverflow.com/q/57469184
155,https://stackoverflow.com/users/3064538/boris,3,2019-10-07 17:37:58,2019-10-07 17:37:58,2019-08-07 14:04:39,answer,57396278,https://stackoverflow.com/a/57396278
156,https://stackoverflow.com/users/6780162/rugskid,2,2019-09-18 16:12:57,2019-10-07 17:35:17,2019-09-17 20:09:53,question,57981409,https://stackoverflow.com/q/57981409
157,https://stackoverflow.com/users/12026837/steve-rogers,0,no_value,2019-10-07 17:34:42,2019-09-26 17:34:59,question,58122005,https://stackoverflow.com/q/58122005
158,https://stackoverflow.com/users/6644368/yash,2,2019-08-19 09:45:11,2019-10-07 17:33:31,2019-08-16 11:50:27,question,57524148,https://stackoverflow.com/q/57524148
159,https://stackoverflow.com/users/7769076/agile-bean,3,2019-10-03 05:13:23,2019-10-07 17:33:28,2019-09-28 14:50:43,question,58147450,https://stackoverflow.com/q/58147450
